BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Moderate Income - NDR,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BlockLot,PPTS Project ID
201511193119,614 28TH AV,REMOVE ILLEGAL KITCHEN,1,1,0,-1,-1,07/06/2016 12:00:00 AM,07/06/2016 12:00:00 AM,0,0,0,0,0,0,-1,,1,Outer Richmond,1 - Richmond,,8,Full BP,11/19/2015 12:00:00 AM,11/19/2015 12:00:00 AM,RH-2,,1570018B,
201511203195,947 INNES AV,"(PER ORDINANCE 146-15) LEGALIZE (E) KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. LEGALIZE (E) GARAGE TO LIVING SPACE PER PLAN. COMPLY WITH NOV #201569124, #201569691, #201567914",1,2,2,1,1,10/29/2021 12:00:00 AM,10/29/2021 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,3,Full BP,04/20/2017 12:00:00 AM,04/20/2017 12:00:00 AM,RM-1,,4653016,2015-018217PRJ
201511203237,1431 GROVE ST,"Grd fl:ADD 2 NEW DWELLING UNITS PER ORD. #30-15, CONVERT STORAGE AREAS TO ADDITIONAL DWELLING UNIT WITHIN (E) ENVELOPE, (N) WINDOWS IN (E) GARAGE DOOR OPENING, (N) DOOR & COVERED ENTRY, STRUCTURAL UNDER PA#2015-1026-0722. N/A MAHER ORDINANCE #155-13. Sprinkler to NFPA-13 deferred.",9,11,11,2,2,03/29/2018 12:00:00 AM,03/29/2018 12:00:00 AM,0,0,0,0,2,2,0,,5,Hayes Valley,5 - Western Addition,,3,Full BP,10/04/2016 12:00:00 AM,10/04/2016 12:00:00 AM,P,,1200001D,2015-018213PRJ
201511203273,1145 POLK ST,"TO ERECT 6 STORIES, 1 BASEMENT, TYPE I-A / III-A, 54 UNITS RESIDENTIAL, RETAIL WITH PARKING BUILDING.",0,54,54,54,54,02/26/2021 12:00:00 AM,02/26/2021 12:00:00 AM,0,0,8,0,0,8,46,,3,Nob Hill,4 - Downtown,,1,Site Permit,08/29/2018 12:00:00 AM,06/28/2019 12:00:00 AM,NCD,Inclu: On-Site BMR,0691001,2014-001674PRJ
201511233310,325 ARLINGTON ST,NEW 80 SF REAR YARD DECK @ 2ND STORY W/ PRE-FAB MTL STAIR TO YARD. FIRE-RATED PROPERTY WALL. NEW 2ND UNIT IN RH-2 DISTRICT @ 1ST STORY. ADD NEW KITCHEN @ 1ST STORY UNIT.,1,2,2,1,1,12/01/2016 12:00:00 AM,12/01/2016 12:00:00 AM,0,0,0,0,0,0,1,,8,Glen Park,7 - Central,Glen Park (superseded),3,Site Permit,07/12/2016 12:00:00 AM,08/26/2016 12:00:00 AM,RH-2,,6693006,2015-018557PRJ
201511233353,11 HILIRITAS AV,(N) CONTRUCTION OF A 3-STORY SINGLE FAMILY DWELLING,0,1,1,1,1,06/13/2018 12:00:00 AM,06/13/2018 12:00:00 AM,0,0,0,0,0,0,1,,8,Glen Park,7 - Central,,2,Site Permit,12/21/2016 12:00:00 AM,01/27/2017 12:00:00 AM,RH-1,,7552041,2015-018374PRJ
201511233355,11 HILIRITAS AV,DEMOLISH 2-STORY SINGLE FAMILY RESIDENCE,1,0,0,-1,-1,06/09/2017 12:00:00 AM,06/09/2017 12:00:00 AM,0,0,0,0,0,0,-1,,8,Glen Park,7 - Central,,6,Full BP,12/21/2016 12:00:00 AM,12/21/2016 12:00:00 AM,RH-1,,7552026,2015-018374PRJ
201511233357,1380 REVERE AV,"TO ERECT A 3 STORY 2 FAMILY DWLLING RESIDENTIAL BUILDING//541 sprinklers for a 13D system, bell to be installed by others, underground installed by others.",0,2,2,2,2,06/28/2021 12:00:00 AM,06/28/2021 12:00:00 AM,0,0,0,0,0,0,2,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,10/05/2017 12:00:00 AM,03/19/2018 12:00:00 AM,RH-2,,4761039,2016-003634PRJ
201511303659,50 GOULD ST,"ERECT 2-STORY, 0 BASEMENT, TYPE 5-B, SINGLE FAMILY DWELLING BUILDING.",0,1,1,1,1,01/28/2022 12:00:00 AM,01/28/2022 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,2,Site Permit,05/01/2019 12:00:00 AM,03/13/2020 12:00:00 AM,RH-1,,5463001G,2016-000170PRJ
201511303726,1340 YORK ST,"COMPLY W/ NOV CES 201248561. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS RESIDENTIAL. 2ND FL: MODIFY (E) ROOF @ REAR, ADD (2) SKYLIGHTS; ADD (N) KITCHEN, REMODEL BATH. GROUND FL: INSTALL 1-HOUR RATED SEPARATION BETWEEN (N) UNIT, GROUND FLOOR REAR ADDITION AS FAMILY ROOM W/ ROOF DECK ABOVE.",1,2,2,1,1,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,0,0,0,0,0,0,1,,9,Mission,8 - Mission,Bayview Hunters Point,3,Site Permit,11/09/2017 12:00:00 AM,09/17/2018 12:00:00 AM,RH-3,,4274005,2015-018338PRJ
201512013897,1670 CLAY ST,"PROPOSED ADDITION OF 2 NEW UNITS @ GROUND FLOOR AS PART OF SOFT STORY SEISMIC RETROFIT. UNIT# 1: ADD STUDIO. UNIT# 2: ADD 1 BEDROOM & 1 BATHROOM. ALL WORK TO BE PERFORMED WITHIN (E) BOUNDARY OF THE BUILDING.
** MAHER: N/A **",12,14,14,2,2,12/15/2017 12:00:00 AM,12/15/2017 12:00:00 AM,0,0,0,0,2,2,0,,3,Russian Hill,3 - Northeast,,3,Site Permit,07/08/2016 12:00:00 AM,12/19/2016 12:00:00 AM,RM-3,,0620013,2015-016018PRJ
201512013901,3226 26TH ST,REMOVE BASEMENT GUEST ROOMS AND KITCHEN CONSTRUCTED WITHOUT PERMIT (SEE NOV ATTACHED) TO COMPLY WITH NOV 200842451 ISSUED 1-31-08.,2,2,1,-1,-1,12/28/2015 12:00:00 AM,12/28/2015 12:00:00 AM,0,0,0,0,0,0,-1,,9,Mission,8 - Mission,,8,Full BP,12/02/2015 12:00:00 AM,12/02/2015 12:00:00 AM,RH-3,,6525015,
201512034119,121 LEESE ST,"REMOVE ILLEGAL KITCHEN, CONVERT TO LEGAL USE AS OFFICE, LEGALIZE EXISTING BATH TO HALF BATH.",1,1,0,-1,-1,03/03/2016 12:00:00 AM,03/03/2016 12:00:00 AM,0,0,0,0,0,0,-1,,9,Bernal Heights,11 - Bernal Heights,,8,Full BP,12/09/2015 12:00:00 AM,12/09/2015 12:00:00 AM,RH-2,,5745032,
201512044204,744 OAK ST,CHANGE OF USE. ADD UNIT PER ORD #30-15. THIS PROJECT PROPOSES THE CONVERSION OF 1 EXISTINT OFFICE AND STORAGE AREA INTO AN APARTMENT. SEISMIC SOFT STORY PERMIT #2015-09-24-8016.,9,10,10,1,1,03/26/2018 12:00:00 AM,03/26/2018 12:00:00 AM,0,0,0,0,1,1,0,,5,Hayes Valley,5 - Western Addition,,3,Full BP,12/27/2016 12:00:00 AM,12/27/2016 12:00:00 AM,RM-1,,0827011,2016-000233PRJ
201512044215,73 ALLISON ST,"ABATEMENT OF NOV# 201580321, REMOVE UNPERMITTED KITCHEN, BATH, LIVING ROOM, OFFICE AND BEDROOMS AT GROUND FLOOR, CAP PLUMBING AND GAS LINES TO SOURCE. NO WORK ON 2/F, FIRE DAMAGE NOV# 201577822 UNDER SEPERATE PERMIT.",1,1,0,-1,-1,03/09/2016 12:00:00 AM,03/09/2016 12:00:00 AM,0,0,0,0,0,0,-1,,11,Excelsior,12 - South Central,,8,Full BP,12/07/2015 12:00:00 AM,12/07/2015 12:00:00 AM,RH-1,,6462014A,
201512044242,325 29TH AV,"to demolish 2 stories, single family dwelling.",1,0,0,-1,-1,10/28/2019 12:00:00 AM,10/28/2019 12:00:00 AM,0,0,0,0,0,0,-1,,1,Outer Richmond,1 - Richmond,,6,Full BP,04/01/2019 12:00:00 AM,04/01/2019 12:00:00 AM,RH-2,,1404006,2015-008674PRJ
201512044244,325 29TH AV,"TO ERECT 4 STORIES, NO BASEMENT, 2 UNITS RESIDENTIAL & GARAGE BUILDING.",0,2,2,2,2,03/26/2021 12:00:00 AM,03/26/2021 12:00:00 AM,0,0,0,0,0,0,2,,1,Outer Richmond,1 - Richmond,,2,Site Permit,04/01/2019 12:00:00 AM,08/19/2019 12:00:00 AM,RH-2,,1404006,2015-008674PRJ
201512074335,267 25TH AV,"ADD 2 UNITS TO (E) BLDG PER ORDINANCE 30-15 ,SF SOFT STORY PROGRAM. NEW UNITS LOCATED AT GROUDN FL. (E) UPPER 6 UNITS WILL REMODEL KITCHEN & BATH & ADD WASHER/DRYER. ALL WINDOWS TO BE REPLACED IN KIND. REMOVE (E) CURB CUT & ADD STREET TREE. NEW NFPA-13 SPRIKLERS AT ENTIRE BLDG UNDER SEPARATE PERMIT.",6,8,8,2,2,09/03/2019 12:00:00 AM,09/03/2019 12:00:00 AM,0,0,0,0,2,2,0,,1,Outer Richmond,1 - Richmond,,3,Full BP,11/30/2016 12:00:00 AM,11/30/2016 12:00:00 AM,RH-2,,1385012,2016-000229PRJ
201512074345,839 LEAVENWORTH ST,"CORRECT RECORD TO LEGALIZE (E) SUPERINTENDENTS UNIT ON G/F, LOWER FL, TO ACHIEVE 7'6"" MIN CIELING. window under separate permit. NEW FIXTURES IN KITCHEN &BATHROOM. RESPOND TO HIS #201412101- PER Mayors directive 13-01. sep. permit sprinkler n sprinkler monitoring.  COMPLIANCE MAHER ORD #155-13 N/A",50,51,51,1,1,12/28/2016 12:00:00 AM,12/28/2016 12:00:00 AM,0,0,0,0,0,0,1,,3,Nob Hill,4 - Downtown,,8,Full BP,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,RC-4,,0280002,2016-016667PRJ
201512094574,1545 CLEMENT ST,"ERECT A FOUR STORIES, TYPE 5 CONSTRUCTION, 3 RESIDENTIAL DWELLING AND ONE OFFICE.",0,3,3,3,3,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,0,0,0,0,0,0,3,,1,Outer Richmond,1 - Richmond,Geary Corridor,2,Site Permit,09/13/2017 12:00:00 AM,04/04/2018 12:00:00 AM,RH-2,,1448038,2015-018568PRJ
201512114877,236 EUCLID AV,"LEGALIZATION OF ILLEGAL UNIT, ORDINANCE #43-14",6,7,7,1,1,07/03/2018 12:00:00 AM,07/03/2018 12:00:00 AM,0,0,0,0,1,1,0,,2,Presidio Heights,1 - Richmond,,3,Full BP,02/24/2017 12:00:00 AM,02/24/2017 12:00:00 AM,RH-2,,1045012,2016-000753PRJ
201512114887,1050 LAKE ST,ADD (N) UNIT PER ORD. 30-15 SEISMIC APPLICATION #201504012578. (2) BEDROOMS & (1) BATHROOM & (1) KITCHEN.,3,4,4,1,1,10/21/2016 12:00:00 AM,10/21/2016 12:00:00 AM,0,0,0,0,1,1,0,,2,Inner Richmond,1 - Richmond,,3,Full BP,08/09/2016 12:00:00 AM,08/09/2016 12:00:00 AM,RH-2,,1347008,2016-000181PRJ
201512114902,1465 REVERE AV,LEGALIZE EXISTING KITCHEN ON GROUND FLOOR TO and add one RESIDENTIAL UNIT,1,2,2,1,1,10/26/2021 12:00:00 AM,10/26/2021 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Bayview Hunters Point,3,Full BP,06/30/2017 12:00:00 AM,06/30/2017 12:00:00 AM,RH-1,,4789014,2016-000053PRJ
201512114904,1339A FRANCISCO ST,ADD UNIT ON GROUND FLOOR. FIRE SPRINKLER GROUND FLOOR UNDER SEPARATE PERMITS.,2,3,3,1,1,10/30/2018 12:00:00 AM,10/30/2018 12:00:00 AM,0,0,0,0,0,0,1,,2,Marina,2 - Marina,,3,Full BP,01/06/2017 12:00:00 AM,01/06/2017 12:00:00 AM,RH-3,,0480014,2016-000265PRJ
201512144933,462 CAMBRIDGE ST,"COMPLY W/ NOV 201542201,201555582,201517861. ADD TWO WINDOWS AT 2ND FL REAR, REDUCE SIZE OF ILLEGAL SHED, REMOVE ILLEGAL ADDTION AT 1ST & 2ND FLOORE REAR, ADD BEAM POST ON 2ND FL FOR PLAN.",1,1,0,-1,-1,12/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,0,0,0,0,0,0,-1,,9,Excelsior,12 - South Central,,3,Full BP,03/29/2016 12:00:00 AM,03/29/2016 12:00:00 AM,RH-1,,5968011,2015-010832PRJ
201512144945,1244 LARKIN ST,"(SITE PERMIT) ADD 2 ADDITIONAL FLRS OF HOUSING SET BACK FROM (E) FACADE OF HISTORIC 2 STORY BLDG. PROPOSED USED OF RETAIL/PARKING @ BASE, MEDICAL OFFICE @ (E) 2ND FLR & HOUSING @ THE UPPER FLRS.",0,3,3,3,3,03/07/2022 12:00:00 AM,03/07/2022 12:00:00 AM,0,0,0,0,0,0,3,,3,Nob Hill,3 - Northeast,,3,Site Permit,07/26/2017 12:00:00 AM,11/20/2017 12:00:00 AM,NCD,,0278010,2015-015278PRJ
201512144957,31 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C152,2013.0196
201512144958,33 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C151,2013.0196
201512144959,35 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C150,2013.0196
201512144960,55 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C163,2013.0196
201512144961,57 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,11/13/2019 12:00:00 AM,11/13/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C162,2013.0196
201512144962,59 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/13/2019 12:00:00 AM,11/13/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C161,2013.0196
201512144963,61 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C160,2013.0196
201512144964,63 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/18/2019 12:00:00 AM,11/18/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,10/12/2016 12:00:00 AM,HP-RA,,4591C159,2013.0196
201512144965,65 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C158,2013.0196
201512144988,67 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C157,2013.0196
201512144989,69 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C156,2013.0196
201512144990,71 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C155,2013.0196
201512144991,79 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C171,2013.0196
201512144992,81 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C170,2013.0196
201512144993,83 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C169,2013.0196
201512144994,85 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,11/13/2019 12:00:00 AM,11/13/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C168,2013.0196
201512144995,87 KIRKWOOD AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,HP-RA,,4591C167,2013.0196
201512144996,504 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,08/07/2019 12:00:00 AM,08/07/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C012,2013.0196
201512144997,508 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,02/05/2019 12:00:00 AM,02/05/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C013,2013.0196
201512144998,512 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,02/05/2019 12:00:00 AM,02/05/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C014,2013.0196
201512144999,516 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,02/05/2019 12:00:00 AM,02/05/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C015,2013.0196
201512145000,520 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,02/05/2019 12:00:00 AM,02/05/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C016,2013.0196
201512145001,524 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,02/05/2019 12:00:00 AM,02/05/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C017,2013.0196
201512145002,528 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,02/05/2019 12:00:00 AM,02/05/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C018,2013.0196
201512145003,532 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,02/05/2019 12:00:00 AM,02/05/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C019,2013.0196
201512145004,544 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C023,2013.0196
201512145007,548 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C024,2013.0196
201512145008,550 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,08/07/2019 12:00:00 AM,08/07/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C025,2013.0196
201512145009,552 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C026,2013.0196
201512145010,556 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,07/14/2017 12:00:00 AM,RM-1,,4591C027,2013.0196
201512145011,560 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C028,2013.0196
201512145012,564 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,08/07/2019 12:00:00 AM,08/07/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C029,2013.0196
201512145013,568 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT, SINGLE FAMILY DWELLING.",0,1,1,1,1,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C030,2013.0196
201512145014,572 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,0,0,0,0,0,0,1,,10,Bayview Hunters Point,10 - South Bayshore,Hunters Point Shipyard,2,Site Permit,10/12/2016 12:00:00 AM,05/15/2017 12:00:00 AM,RM-1,,4591C031,2013.0196
